,id,title,original_language,overview,popularity,release_date,vote_average,vote_count
4361,11906,Suspiria,it,An American newcomer to a prestigious German ballet academy comes to realize that the school is a front for something sinister amid a series of grisly murders.,4.5852,1977-02-01,7.489,3013
4362,475,Bonnie and Clyde,en,"In the 1930s, bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",4.4782,1967-08-13,7.489,1682
4363,916405,The Quiet Girl,ga,"A quiet, neglected girl is sent away from her dysfunctional family to live with relatives for the summer. She blossoms in their care, but in this house where there are meant to be no secrets, she discovers one.",1.7583,2022-05-12,7.488,476
4364,176983,One Piece Film: Z,ja,"Zephyr, now known as Z, rides the seas with only one goal: Destroy all pirates and their dreams at becoming King of Pirates. When Luffy and his crew encounter him at sea, not only are they utterly defeated by the man with an arm made of Seastone, Nami, Robin, and Chopper are turned 10 years younger due to Z's minion Ain. Luffy is so determined to win against him that he does not even notice Z's master plan that could sacrifice thousands of lives.",3.2853,2012-12-15,7.492,531
4365,17809,Fist of Legend,zh,"Chen returns to his school when he finds out that his martial arts teacher has died. When he learns that his school students are harassed by some hooligans, he gears himself up to save them.",3.4039,1994-12-22,7.488,560
4366,522,Ed Wood,en,"The mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful.",2.444,1994-09-28,7.488,2385
4367,34106,You Can't Take It with You,en,"Alice, the only relatively normal member of the eccentric Sycamore family, falls in love with Tony Kirby, but his wealthy banker father and snobbish mother strongly disapprove of the match. When the Kirbys are invited to dinner to become better acquainted with their future in-laws, things don't turn out the way Alice had hoped.",1.1983,1938-09-01,7.487,418
4368,31767,The Devils,en,"In 17th-century France, Father Urbain Grandier seeks to protect the city of Loudun from the corrupt establishment of Cardinal Richelieu. Hysteria occurs within the city when he is accused of witchcraft by the sexually repressed Sister Jeanne.",1.6154,1971-07-16,7.487,393
4369,586940,I Lost My Body,fr,"A story of Naoufel, a young man who is in love with Gabrielle. In another part of town, a severed hand escapes from a dissection lab, determined to find its body again.",1.4574,2019-11-06,7.5,1280
4370,436969,The Suicide Squad,en,"Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",14.9262,2021-07-28,7.486,8958
4371,599521,Z-O-M-B-I-E-S 2,en,"Zed and Addison are back at Seabrook High, where, after a groundbreaking semester, they continue to steer both their school and community toward unity. But the arrival of a new group of outsiders – mysterious werewolves – threatens to shake up the newfound peace and causes a rift in Zed and Addison’s budding romance.",2.1226,2020-06-13,7.485,462
4372,13377,How the Grinch Stole Christmas!,en,"Bitter and hateful, the Grinch is irritated at the thought of a nearby village having a happy time celebrating Christmas. Disguised as Santa Claus, with his dog made to look like a reindeer, he decides to raid the village to steal all the Christmas things.",1.8906,1966-12-18,7.485,1065
4373,8342,No Man's Land,bs,"Two soldiers from opposite sides get stuck between the front lines in the same trench. The UN is asked to free them and both sides agree on a ceasefire, but will they stick to it?",1.0668,2001-05-12,7.485,460
4374,389015,"I, Tonya",en,"Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the sport is thrown into doubt when her ex-husband intervenes.",2.9199,2017-12-07,7.484,5929
4375,11202,Patton,en,"""Patton"" tells the tale of General George S. Patton, famous tank commander of World War II. The film begins with Patton's career in North Africa and progresses through the invasion of Germany and the fall of the Third Reich. Side plots also speak of Patton's numerous faults such his temper and habit towards insubordination.",2.9666,1970-01-25,7.484,1131
4376,7735,The Wave,de,A school teacher discusses types of government with his class. His students find it too boring to repeatedly go over national socialism and believe that dictatorship cannot be established in modern Germany. He starts an experiment to show how easily the masses can become manipulated.,3.0876,2008-03-13,7.484,3431
4377,437586,mid90s,en,"In 1990s Los Angeles, a 13-year-old spends his summer navigating between a troubled home life and a crew of new friends he meets at a skate shop.",2.9996,2018-10-19,7.5,1665
4378,345,Eyes Wide Shut,en,"After Dr. Bill Harford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.",9.182,1999-07-16,7.5,6479
4379,186,Lucky Number Slevin,en,"Slevin is mistakenly put in the middle of a personal war between the city’s biggest criminal bosses. Under constant watch, Slevin must try not to get killed by an infamous assassin and come up with an idea of how to get out of his current dilemma.",4.9615,2006-02-24,7.483,4197
4380,37903,The White Ribbon,de,An aged tailor recalls his life as the schoolteacher of a small village in Northern Germany that was struck by a series of strange events in the year leading up to WWI.,3.4692,2009-09-24,7.482,1060
4381,252,Willy Wonka & the Chocolate Factory,en,"When eccentric candy man Willy Wonka promises a lifetime supply of sweets and a tour of his chocolate factory to five lucky kids, penniless Charlie Bucket seeks the golden ticket that will make him a winner.",6.1043,1971-06-29,7.482,3728
4382,676701,"Tad, the Lost Explorer and the Emerald Tablet",es,"Tad accidentally unleashes an ancient spell, endangering the lives of his friends Mummy, Jeff, and Belzoni. With everyone against him and only helped by Sara, he sets off on an adventure to end the Curse of the Mummy.",2.2116,2022-08-24,7.481,317
4383,1600,The Double Life of Véronique,fr,"Véronique is a beautiful young French woman who aspires to be a renowned singer; Weronika lives in Poland, has a similar career goal and looks identical to Véronique, though the two are not related. The film follows both women as they contend with the ups and downs of their individual lives, with Véronique embarking on an unusual romance with Alexandre Fabbri, a puppeteer who may be able to help her with her existential issues.",1.8722,1991-05-15,7.481,825
4384,293863,The Age of Adaline,en,"After 29-year-old Adaline recovers from a nearly lethal accident, she inexplicably stops growing older. As the years stretch on and on, Adaline keeps her secret to herself  until she meets a man who changes her life.",6.4403,2015-04-16,7.48,6827
4385,13930,For the Birds,en,"One by one, a flock of small birds perches on a telephone wire. Sitting close together has problems enough, and then comes along a large dopey bird that tries to join them. The birds of a feather can't help but make fun of him - and their clique mentality proves embarrassing in the end.",1.4681,2000-11-02,7.5,1240
4386,8703,Three Wishes for Cinderella,cs,"Popelka, a resourceful and independent young girl, is a servant in her stepmother's house and confides in her closest friend the owl. When she comes across three magical acorns, she's granted a single wish for each one of them.",1.2363,1973-11-16,7.48,355
4387,530,A Grand Day Out,en,"Wallace and Gromit have run out of cheese, and this provides an excellent excuse for the duo to take their holiday to the moon, where, as everyone knows, there is ample cheese.  Preserved by the Academy Film Archive.",1.7743,1990-05-18,7.48,931
4388,786892,Furiosa: A Mad Max Saga,en,"As the world falls, young Furiosa is snatched from the Green Place of Many Mothers into the hands of a great biker horde led by the warlord Dementus. Sweeping through the wasteland, they encounter the citadel presided over by Immortan Joe. The two tyrants wage war for dominance, and Furiosa must survive many trials as she puts together the means to find her way home.",17.4183,2024-05-22,7.479,4246
4389,284293,Still Alice,en,"Alice Howland, happily married with three grown children, is a renowned linguistics professor who starts to forget words. When she receives a devastating diagnosis, Alice and her family find their bonds tested.",3.5234,2014-12-05,7.479,3144
4390,74879,Once Upon a Time in Anatolia,tr,"A group of men lead a search for a victim of a murder to whom a suspect named Kenan and his mentally challenged brother confessed. However, the search is proving more difficult than expected as Kenan is fuzzy as to the body's location. As the group continues looking, its members can't help but chat among themselves about everyday life, which ultimately leads to conversations about their deepest existential concerns and secrets.",1.2393,2011-09-23,7.5,497
4391,9559,A Perfect World,en,"A kidnapped boy strikes up a friendship with his captor: an escaped convict on the run from the law, headed by an honorable U.S. Marshal.",2.2472,1993-11-24,7.5,1724
4392,9299,Thesis,es,"While doing a thesis about violence, Ángela finds a snuff video where a girl is tortured to death. Soon she discovers that the girl was a former student at her college...",1.4984,1996-04-11,7.479,863
4393,8333,The Taking of Pelham One Two Three,en,"In New York, armed men hijack a subway car and demand a ransom for the passengers. Even if it's paid, how could they get away?",2.4353,1974-10-02,7.479,559
4394,4593,The Discreet Charm of the Bourgeoisie,fr,"In Luis Buñuel’s deliciously satiric masterpiece, an upper-class sextet sits down to dinner but never eats, their attempts continually thwarted by a vaudevillian mixture of events both actual and imagined.",1.8163,1972-09-15,7.5,844
4395,550988,Free Guy,en,"A bank teller discovers he is actually a background player in an open-world video game, and decides to become the hero of his own story. Now, in a world where there are no limits, he is determined to be the guy who saves his world his way before it's too late.",7.6399,2021-08-11,7.5,9138
4396,11421,C.R.A.Z.Y.,fr,"A young French Canadian, one of five boys in a conservative family in the 1960s and 1970s, struggles to reconcile his emerging identity with his father's values.",1.4272,2005-05-27,7.5,474
4397,75233,"Oslo, August 31st",no,"One day in the life of Anders, a young recovering drug addict, who takes a brief leave from his treatment center to interview for a job and catch up with old friends in Oslo.",1.1858,2011-08-31,7.477,456
4398,11344,A Bittersweet Life,ko,"Kim Sun-woo is an enforcer and manager for a hotel owned by a cold, calculative crime boss, Kang who assigns Sun-woo to a simple errand while he is away on a business trip; to shadow his young mistress, Hee-soo, for fear that she may be cheating on him with a younger man with the mandate that he must kill them both if he discovers their affair.",3.771,2005-04-01,7.477,908
4399,11327,Midnight Express,en,"Billy Hayes is caught attempting to smuggle drugs out of Turkey. The Turkish courts decide to make an example of him, sentencing him to more than 30 years in prison. Hayes has two opportunities for release: the appeals made by his lawyer, his family, and the American government, or the ""Midnight Express"".",2.6145,1978-08-31,7.477,1761
4400,1251,Letters from Iwo Jima,en,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",2.5236,2006-12-09,7.477,2118
4401,660120,The Worst Person in the World,no,"The chronicles of four years in the life of Julie, a young woman who navigates the troubled waters of her love life and struggles to find her career path, leading her to take a realistic look at who she really is.",4.8613,2021-10-13,7.476,1517
4402,517093,Balkan Line,ru,"After the NATO bombing of Yugoslavia in 1999, the Yugoslav army pulls out of Kosovo region, leaving Serbian people at the mercy of the Albanian UCK. A small band of soldiers must take over the Slatina airport, and hold it until the Russian peacekeepers arrive.",3.9543,2019-03-21,7.475,551
4403,11040,Little Big Man,en,"Jack Crabb, looking back from extreme old age, tells of his life being raised by Indians and fighting with General Custer.",2.0929,1970-12-23,7.475,670
4404,898,Birdman of Alcatraz,en,"After killing a prison guard, convict Robert Stroud faces life imprisonment in solitary confinement. Driven nearly mad by loneliness and despair, Stroud's life gains new meaning when he happens upon a helpless baby sparrow in the exercise yard and nurses it back to health. Despite having only a third grade education, Stroud goes on to become a renowned ornithologist and achieves a greater sense of freedom and purpose behind bars than most people find in the outside world.",2.5472,1962-07-04,7.5,322
4405,431937,Mr & Mme Adelman,fr,"How did Sarah and Victor get along for more than 45 years? Who was this enigmatic woman living in the shadow of her husband? Love, ambition, betrayals and secrets feed the story of this extraordinary couple, as they experience both the large and small moments of the last century's history.",1.089,2017-03-08,7.474,450
4406,301528,Toy Story 4,en,"Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy.",11.0237,2019-06-19,7.5,10051
4407,32761,The Seventh Continent,de,"Chronicles three years of a middle class family seemingly caught up in their daily routines, only troubled by minor incidents. Behind their apparent calm and repetitive existence however, they are actually planning something sinister.",0.9892,1989-10-20,7.5,323
4408,11798,This Is England,en,"A story about a troubled boy growing up in England, set in 1983. He comes across a few skinheads on his way home from school, after a fight. They become his new best friends, even like family. Based on experiences of director Shane Meadows.",0.8937,2007-04-27,7.473,1312
4409,11016,Key Largo,en,"A hurricane swells outside, but it's nothing compared to the storm within the hotel at Key Largo. There, sadistic mobster Johnny Rocco holes up - and holds at gunpoint hotel owner James Temple, his widowed daughter-in-law Nora, and ex-GI Frank McCloud.",1.1672,1948-07-16,7.474,548
4410,38396,That's Life,it,"Con man Aldo breaks out of jail and seizes a car at gunpoint, taking its passengers—bumbling police officer Giacomo and nitpicking civilian Giovanni—hostages. An unlikely friendship blossoms.",0.2959,1998-12-18,7.473,1337
4411,3133,Badlands,en,An impressionable teenage girl from a dead-end town and her older greaser boyfriend embark on a killing spree in the South Dakota badlands.,2.0323,1974-01-05,7.473,1242
4412,377273,Aquarius,pt,"Clara, a vibrant former music critic and widow with flowing tresses is the only remaining apartment owner in a beautiful older building targeted for demolition by ruthless luxury high-rise developers. Clara proves to be a force to be reckoned with as she thwarts the builders plans to kick her out of the apartment.",0.6709,2016-09-01,7.5,471
4413,346648,Paddington 2,en,"Paddington, now happily settled with the Browns, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy, but it is stolen.",5.8393,2017-11-09,7.472,2521
4414,32909,Mulan: Rise of a Warrior,zh,"When barbarian hordes threaten her homeland, the brave and cunning Mulan disguises herself as a male soldier to swell the ranks in her aging father's stead. The warrior's remarkable courage drives her through powerful battle scenes and brutal wartime strategy. Mulan loses dear friends to the enemy's blade as she rises to become one of her country's most valuable leaders — but can she win the war before her secret is exposed?",2.1741,2009-11-26,7.5,430
4415,10907,The Adventures of Robin Hood,en,Robin Hood fights nobly for justice against the evil Sir Guy of Gisbourne while striving to win the hand of the beautiful Maid Marian.,2.5749,1938-05-13,7.472,783
4416,9665,Glory,en,"Robert Gould Shaw leads the US Civil War's first all-black volunteer company, fighting prejudices of both his own Union army and the Confederates.",3.6433,1989-12-15,7.472,1685
4417,8055,The Reader,en,"The story of Michael Berg, a German lawyer who, as a teenager in the late 1950s, had an affair with an older woman, Hanna, who then disappeared only to resurface years later as one of the defendants in a war crimes trial stemming from her actions as a concentration camp guard late in the war. He alone realizes that Hanna is illiterate and may be concealing that fact at the expense of her freedom.",5.5494,2008-12-10,7.472,3220
4418,42801,"Yesterday, Today and Tomorrow",it,Three tales of very different women using their sexuality as a means to getting what they want.,1.6273,1963-12-21,7.471,438
4419,26280,I Killed My Mother,fr,"Hubert, a brash 17-year-old, is confused and torn by a love-hate relationship with his mother that consumes him more and more each day. After distressing ordeals and tragic episodes, Hubert will find his mother on the banks of Saint Lawrence river, where he grew up, and where a murder will be committed: the murder of childhood.",1.9487,2009-06-05,7.471,1118
4420,9470,Kung Fu Hustle,cn,"It's the 1940s, and the notorious Axe Gang terrorizes Shanghai. Small-time criminals Sing and Bone hope to join, but they only manage to make lots of very dangerous enemies. Fortunately for them, kung fu masters and hidden strength can be found in unlikely places. Now they just have to take on the entire Axe Gang.",8.2664,2004-02-10,7.5,2922
4421,613090,"Live Twice, Love Once",es,A retired academic teacher tries to find the love of his youth after being diagnosed with Alzheimer's.,1.9322,2019-09-06,7.5,346
4422,16619,Ordinary People,en,"Beth, Calvin, and their son Conrad are living in the aftermath of the death of the other son. Conrad is overcome by grief and misplaced guilt to the extent of a suicide attempt. He is in therapy. Beth had always preferred his brother and is having difficulty being supportive to Conrad. Calvin is trapped between the two trying to hold the family together.",1.5169,1980-09-19,7.47,646
4423,15165,Barbie as The Princess & the Pauper,en,"In her first animated musical featuring seven original songs, Barbie comes to life in this modern re-telling of a classic tale of mistaken identity and the power of friendship. Based on the story by Mark Twain.",4.4729,2004-09-28,7.47,1504
4424,13384,Kes,en,"Bullied at school and ignored and abused at home by his indifferent mother and older brother, Billy Casper, a 15-year-old working-class Yorkshire boy, tames and trains his pet kestrel falcon whom he names Kes. Helped and encouraged by his English teacher and his fellow students, Billy finally finds a positive purpose to his unhappy existence.",1.2008,1970-04-03,7.47,402
4425,3035,Frankenstein,en,"Tampering with life and death, Henry Frankenstein pieces together salvaged body parts to bring a human monster to life; the mad scientist's dreams are shattered by his creation's violent rage as the monster awakens to a world in which he is unwelcome.",3.5431,1931-11-21,7.47,1654
4426,219,Volver,es,"Three generations of women survive the east wind, fire, insanity, superstition and even death by means of goodness, lies and boundless vitality.",2.2207,2006-03-17,7.47,1795
4427,529216,Mirage,es,"During a mysterious thunderstorm, Vera, a young mother, manages to save a life in danger, but her good deed causes a disturbing chain of unexpected consequences.",3.5493,2018-11-30,7.469,1848
4428,363,Head-On,de,"With the intention to break free from the strict familial restrictions, a suicidal young woman sets up a marriage of convenience with a forty-year-old addict, an act that will lead to an outburst of envious love.",0.9653,2004-03-11,7.469,589
4429,1076364,Carl's Date,en,"Carl Fredricksen reluctantly agrees to go on a date with a lady friend—but admittedly has no idea how dating works these days. Ever the helpful friend, Dug steps in to calm Carl's pre-date jitters and offer some tried-and-true tips for making friends—if you're a dog.",4.5867,2023-06-15,7.468,420
4430,520763,A Quiet Place Part II,en,"Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize that the creatures that hunt by sound are not the only threats that lurk beyond the sand path.",8.7348,2021-05-21,7.468,6874
4431,239571,The Best of Me,en,A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.,3.003,2014-10-15,7.468,2614
4432,9081,Waking Life,en,"Waking Life is about a young man in a persistent lucid dream-like state. The film follows its protagonist as he initially observes and later participates in philosophical discussions that weave together issues like reality, free will, our relationships with others, and the meaning of life.",1.8547,2001-10-19,7.5,899
4433,5503,The Fugitive,en,"Wrongfully convicted of murdering his wife and sentenced to death, Richard Kimble escapes from the law in an attempt to find the real killer and clear his name.",6.4811,1993-08-06,7.468,4444
4434,2501,The Bourne Identity,en,"Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy—but who does he work for?",7.3525,2002-06-14,7.468,9546
4435,736073,"Batman: The Long Halloween, Part One",en,"Following a brutal series of murders taking place on Halloween, Thanksgiving, and Christmas, Gotham City's young vigilante known as the Batman sets out to pursue the mysterious serial killer alongside police officer James Gordon and district attorney Harvey Dent.",1.9455,2021-06-21,7.467,658
4436,529203,The Croods: A New Age,en,"Searching for a safer habitat, the prehistoric Crood family discovers an idyllic, walled-in paradise that meets all of its needs. Unfortunately, they must also learn to live with the Bettermans -- a family that's a couple of steps above the Croods on the evolutionary ladder. As tensions between the new neighbors start to rise, a new threat soon propels both clans on an epic adventure that forces them to embrace their differences, draw strength from one another, and survive together.",9.6746,2020-11-25,7.467,3944
4437,9428,The Royal Tenenbaums,en,"Royal Tenenbaum and his wife Etheline had three children and then they separated. All three children are extraordinary --- all geniuses. Virtually all memory of the brilliance of the young Tenenbaums was subsequently erased by two decades of betrayal, failure, and disaster. Most of this was generally considered to be their father's fault. ""The Royal Tenenbaums"" is the story of the family's sudden, unexpected reunion one recent winter.",4.2958,2001-10-05,7.5,4690
4438,2000,"Aguirre, the Wrath of God",de,"A few decades after the destruction of the Inca Empire, a Spanish expedition led by the infamous Aguirre leaves the mountains of Peru and goes down the Amazon River in search of the lost city of El Dorado. When great difficulties arise, Aguirre’s men start to wonder whether their quest will lead them to prosperity or certain death.",1.9462,1972-12-29,7.5,1150
4439,1813,The Devil's Advocate,en,"Aspiring Florida defense lawyer Kevin Lomax accepts a job at a New York law firm. With the stakes getting higher every case, Kevin quickly learns that his boss has something far more evil planned.",10.4391,1997-10-17,7.467,6282
4440,625,The Killing Fields,en,"New York Times reporter Sydney Schanberg is on assignment covering the Cambodian Civil War, with the help of local interpreter Dith Pran and American photojournalist Al Rockoff. When the U.S. Army pulls out amid escalating violence, Schanberg makes exit arrangements for Pran and his family. Pran, however, tells Schanberg he intends to stay in Cambodia to help cover the unfolding story — a decision he may regret as the Khmer Rouge rebels move in.",1.795,1984-11-23,7.467,769
4441,589982,Spread Your Wings,fr,"Christian, a visionary scientist, studies wild geese. For his son, a teenager obsessed with video games, the idea of spending a holiday with his father in the wilderness is a nightmare. However, father and son will get together around a crazy project: save a species endangered, thanks to the ultralight of Christian! Then begins an incredible and perilous journey ...",0.9601,2019-09-12,7.466,310
4442,251516,Kung Fury,en,"During an unfortunate series of events, a friend of Kung Fury is assassinated by the most dangerous kung fu master criminal of all time, Adolf Hitler, a.k.a Kung Führer.  Kung Fury decides to travel back in time to Nazi Germany in order to kill Hitler and end the Nazi empire once and for all.",1.2186,2015-05-22,7.466,1864
4443,9028,The Great Silence,it,"A mute gunslinger fights in the defense of a group of outlaws and a vengeful young widow, against a group of ruthless bounty hunters.",3.3695,1968-11-22,7.466,424
4444,675353,Sonic the Hedgehog 2,en,"After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.",14.0894,2022-03-30,7.5,5553
4445,27327,Phantom of the Paradise,en,"Singer-songwriter Winslow Leach seeks revenge on the nefarious music producer Swan, who steals both Winslow's music and his favorite singer for the grand opening of his new rock palace, the Paradise.",1.5496,1974-10-31,7.5,697
4446,22584,To Have and Have Not,en,A Martinique charter boat skipper gets mixed up with the underground French resistance operatives during WWII.,1.2361,1945-01-20,7.465,533
4447,11549,Invasion of the Body Snatchers,en,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,1.7536,1956-02-05,7.466,1121
4448,15097,Fear City: A Family-Style Comedy,fr,"A second-class horror movie has to be shown at Cannes Film Festival, but, before each screening, the projectionist is killed by a mysterious fellow, with hammer and sickle, just as it happens in the film to be shown.",1.6689,1994-03-09,7.464,1295
4449,4689,Sympathy for Mr. Vengeance,ko,"A deaf man and his girlfriend resort to desperate measures in order to fund a kidney transplant for his sister. Things go horribly wrong, and the situation spirals rapidly into a cycle of violence and revenge.",2.2597,2002-03-29,7.5,1509
4450,1902,Open Your Eyes,es,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured.",2.1105,1997-12-19,7.463,1095
4451,187,Sin City,en,"Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it dark… Hard-boiled. Then there are those who call it home — Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care.",6.7105,2005-04-01,7.464,8367
4452,379,Miller's Crossing,en,"Set in 1929, a political boss and his advisor have a parting of the ways when they both fall for the same woman.",2.9569,1990-09-21,7.463,1712
4453,114,Pretty Woman,en,"While on a business trip in Los Angeles, Edward Lewis, a millionaire entrepreneur who makes a living buying and breaking up companies, picks up a prostitute, Vivian, while asking for directions; after, Edward hires Vivian to stay with him for the weekend to accompany him to a few social events, and the two get closer only to discover there are significant hurdles to overcome as they try to bridge the gap between their very different worlds.",8.8891,1990-03-23,7.463,8551
4454,666243,The Witcher: Nightmare of the Wolf,en,"Escaping from poverty to become a witcher, Vesemir slays monsters for coin and glory, but when a new menace rises, he must face the demons of his past.",1.9358,2021-08-22,7.462,1007
4455,350312,Bāhubali 2: The Conclusion,te,"When Mahendra, the son of Bāhubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.",3.7425,2017-04-27,7.462,780
4456,13189,A Christmas Carol,en,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.",2.3475,1984-10-09,7.462,382
4457,11854,Kuch Kuch Hota Hai,hi,"Per her mother's last wish, an 8 year old girl sets out to reunite her father with his college best friend who was in love with him.",4.7428,1998-10-16,7.462,397
4458,18197,Running on Empty,en,"The Popes are a family who haven't been able to use their real identity for years. In the late sixties, the parents set a weapons lab afire in an effort to hinder the government's Vietnam war campaign. Ever since then, the Popes have been on the run with the authorities never far behind. Their survival is threatened when their eldest son falls in love with a girl, and announces his wish to live his life on his own terms.",1.1384,1988-09-09,7.5,322
4459,1567,I Stand Alone,fr,"After completing jail time for beating up a man who tried to seduce his mentally-handicapped teenage daughter, The Butcher wants to start life anew. He institutionalizes his daughter and moves to the Lille suburbs with his mistress, who promises him a new butcher shop. Learning that she lied, The Butcher returns to Paris to find his daughter.",1.248,1998-05-16,7.461,534
4460,431580,Abominable,en,"A group of misfits encounter a young Yeti named Everest, and they set off to reunite the magical creature with his family on the mountain of his namesake.",4.4502,2019-09-19,7.46,2096
4461,574,The Man Who Knew Too Much,en,"A couple vacationing in Morocco with their young son accidentally stumble upon an assassination plot. When the child is kidnapped to ensure their silence, they have to take matters into their own hands to save him.",1.9714,1956-05-16,7.5,1453
4462,37916,Swept Away,it,A spoiled rich woman and a brutish Communist deckhand become stranded alone on a desert island after venturing away from their cruise.,1.4687,1974-12-18,7.5,314
4463,16372,The Innocents,en,A young governess for two children becomes convinced that the house and grounds are haunted by ghosts and that the children are being possessed.,2.1661,1961-12-15,7.463,620
4464,9509,Man on Fire,en,"Jaded ex-CIA operative John Creasy reluctantly accepts a job as the bodyguard for a 10-year-old girl in Mexico City. They clash at first, but eventually bond, and when she's kidnapped he's consumed by fury and will stop at nothing to save her life.",6.7257,2004-04-23,7.459,5296
4465,290,Barton Fink,en,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.,2.3916,1991-08-01,7.459,1739
4466,347201,Boruto: Naruto the Movie,ja,"The spirited Boruto Uzumaki, son of Seventh Hokage Naruto, is a skilled ninja who possesses the same brashness and passion his father once had. However, the constant absence of his father, who is busy with his Hokage duties, puts a damper on Boruto's fire. He ends up meeting his father's friend Sasuke, and requests to become... his apprentice!? The curtain on the story of the new generation rises!",4.5494,2015-08-07,7.458,1620
4467,228203,"McFarland, USA",en,A track coach in a small California town transforms a team of athletes into championship contenders.,2.5637,2015-02-20,7.458,862
4468,9008,The Insider,en,A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.,2.6972,1999-10-28,7.458,1893
4469,8740,The Vanishing,nl,"Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor.",2.251,1988-10-27,7.5,701
4470,261470,Sorry If I Call You Love,es,"A successful, attractive, intelligent and brilliant advertising executive is longing to finally find emotional stability in his life, and decides to propose to his girlfriend. After she refuses his proposal, his life takes a turn when a new young lady enters his life.",2.2585,2014-06-20,7.457,488
4471,13060,Lifted,en,"When an overconfident teen alien gets behind the controls of a spaceship, he must attempt to abduct a slumbering farmer under the watchful eye of a critical instructor. But abducting humans requires precision and a gentle touch, and within a few missteps it's painfully clear why more humans don't go missing every year.",1.4635,2006-12-28,7.457,774
4472,10683,Happiness,en,"The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts which society as a whole might find disturbing in a desperate search for human connection.",1.529,1998-10-11,7.5,856
4473,337703,The Red Turtle,fr,"The dialogue-less film follows the major life stages of a castaway on a deserted tropical island populated by turtles, crabs and birds.",2.3536,2016-03-27,7.456,1305
4474,260513,Incredibles 2,en,"Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet – taking care of the problems of his three children.",9.1847,2018-06-14,7.5,13135
4475,244088,Human Capital,it,The destinies of two families are irrevocably tied together after a cyclist is hit off the road by a jeep in the night before Christmas Eve.,1.5922,2013-12-03,7.456,918
4476,37472,Ip Man 2,cn,"Having defeated the best fighters of the Imperial Japanese army in occupied Shanghai, Ip Man and his family settle in post-war Hong Kong. Struggling to make a living, Master Ip opens a kung fu school to bring his celebrated art of Wing Chun to the troubled youth of Hong Kong. His growing reputation soon brings challenges from powerful enemies, including pre-eminent Hung Gar master, Hung Quan.",0.659,2010-04-29,7.455,2342
4477,1677,Ray,en,"Born on a sharecropping plantation in Northern Florida, Ray Charles went blind at seven. Inspired by a fiercely independent mom who insisted he make his own way, He found his calling and his gift behind a piano keyboard. Touring across the Southern musical circuit, the soulful singer gained a reputation and then exploded with worldwide fame when he pioneered coupling gospel and country together.",5.252,2004-10-29,7.456,2071
4478,154,Star Trek II: The Wrath of Khan,en,"The starship Enterprise and its crew is pulled back into action when old nemesis, Khan, steals a top secret device called Project Genesis.",3.2201,1982-06-04,7.455,1987
